country,date,confirmed,recovered,deaths,first_date,population,density,median_age,urban_population,confirmed_change,deaths_change,recovered_change,days_since_first_case
Dominica,2020-04-04,14,0,0,,71986,96,,0.74,2,0,0,
Eswatini,2020-03-15,1,0,0,,1160164,67,21,0.3,0,0,0,
Haiti,2020-03-29,15,1,0,,11402528,414,24,0.57,7,0,1,
Holy See,2020-04-03,7,0,0,,801,2003,,,0,0,0,
Kazakhstan,2020-03-26,111,2,3,2020-03-26,18776707,7,31,0.58,30,0,2,0
Laos,2020-03-31,9,0,0,,7275560,32,24,0.36,1,0,0,
Laos,2020-04-01,10,0,0,,7275560,32,24,0.36,1,0,0,
Mauritania,2020-03-19,2,0,0,,4649658,5,20,0.57,1,0,0,
Mauritania,2020-03-28,5,0,0,,4649658,5,20,0.57,2,0,0,
Montenegro,2020-03-29,85,0,1,2020-03-31,628066,47,39,0.68,1,0,0,-2
Namibia,2020-04-01,14,2,0,,2540905,3,22,0.55,3,0,0,
Nicaragua,2020-03-24,2,0,0,,6624554,55,26,0.57,0,0,0,
Niger,2020-03-27,10,0,1,2020-04-03,24206644,19,15,0.17,0,0,0,-7
Niger,2020-04-03,120,0,5,2020-04-03,24206644,19,15,0.17,22,0,0,0
Niger,2020-04-07,278,26,11,2020-04-03,24206644,19,15,0.17,25,1,0,4
Papua New Guinea,2020-03-27,1,0,0,,8947024,20,22,0.13,0,0,0,
Paraguay,2020-03-29,59,1,3,2020-04-05,7132538,18,26,0.62,3,0,0,-7
Sudan,2020-03-26,3,0,1,,43849260,25,20,0.35,0,0,0,
Uganda,2020-04-04,48,0,0,,45741007,229,17,0.26,0,0,0,
Venezuela,2020-03-20,42,0,0,2020-03-26,28435940,32,30,,0,0,0,-6
Western Sahara,2020-04-07,4,0,0,,597339,2,28,0.87,0,0,0,
Bahamas,2020-04-03,24,1,1,,393244,39,32,0.86,0,0,0,
Botswana,2020-04-05,6,0,1,,2351627,4,24,0.73,2,0,0,
Cuba,2020-04-02,233,13,6,2020-03-28,11326616,106,42,0.78,21,0,1,5
Cyprus,2020-03-20,67,0,0,2020-03-23,1207359,131,37,0.67,0,0,0,-3
Fiji,2020-03-20,1,0,0,,896445,49,28,0.59,0,0,0,
Gambia,2020-03-26,3,0,1,,2416668,239,18,0.59,0,0,0,
Guatemala,2020-03-28,34,10,1,,17915568,167,23,0.52,6,0,6,
Guinea-Bissau,2020-03-27,2,0,0,,1968001,70,19,0.45,0,0,0,
Guyana,2020-03-24,20,0,1,,786552,4,27,0.27,0,0,0,
Martinique,2020-03-20,32,0,1,,375265,354,47,0.92,9,0,0,
Moldova,2020-04-02,505,23,6,2020-03-23,4033963,123,38,0.43,82,1,0,10
Palestine,2020-03-08,22,0,0,,5101414,847,21,0.8,0,0,0,
Panama,2020-04-06,1988,13,54,2020-03-19,4314767,58,30,0.68,187,8,0,18
Rwanda,2020-03-22,19,0,0,2020-04-04,12952218,525,20,0.18,2,0,0,-13
Seychelles,2020-04-01,10,0,0,,98347,214,34,0.56,0,0,0,
Suriname,2020-03-19,1,0,0,,586632,4,29,0.65,0,0,0,
Bangladesh,2020-03-10,3,0,0,2020-04-06,164689383,1265,28,0.39,0,0,0,-27
Bangladesh,2020-03-22,27,3,2,2020-04-06,164689383,1265,28,0.39,2,0,0,-15
Barbados,2020-03-31,34,0,0,,287375,668,40,0.31,1,0,0,
Belize,2020-04-02,3,0,0,,397628,17,25,0.46,0,0,0,
Bulgaria,2020-03-12,7,0,1,2020-03-20,6948445,64,45,0.76,0,0,0,-8
Bulgaria,2020-03-20,127,0,3,2020-03-20,6948445,64,45,0.76,33,0,0,0
Djibouti,2020-03-20,1,0,0,,988000,43,27,0.79,0,0,0,
Djibouti,2020-03-24,3,0,0,,988000,43,27,0.79,0,0,0,
Djibouti,2020-03-31,30,0,0,,988000,43,27,0.79,12,0,0,
Djibouti,2020-04-03,49,8,0,,988000,43,27,0.79,9,0,8,
Gabon,2020-03-15,1,0,0,,2225734,9,23,0.87,0,0,0,
Gibraltar,2020-03-06,1,0,0,,33691,3369,,,0,0,0,
Gibraltar,2020-03-08,1,0,0,,33691,3369,,,0,0,0,
Gibraltar,2020-03-10,1,1,0,,33691,3369,,,0,0,1,
Guinea,2020-04-03,73,2,0,2020-04-04,13132795,53,18,0.39,21,0,2,-1
Honduras,2020-03-12,2,0,0,2020-03-29,9904607,89,24,0.57,0,0,0,-17
Kenya,2020-03-13,1,0,0,2020-04-02,53771296,94,20,0.28,1,0,0,-20
Kenya,2020-03-21,7,0,0,2020-04-02,53771296,94,20,0.28,0,0,0,-12
Kenya,2020-04-04,126,4,4,2020-04-02,53771296,94,20,0.28,4,0,0,2
Malta,2020-03-25,129,2,0,2020-03-23,441543,1380,43,0.93,19,0,0,2
Malta,2020-03-26,134,2,0,2020-03-23,441543,1380,43,0.93,5,0,0,3
Namibia,2020-03-20,3,0,0,,2540905,3,22,0.55,0,0,0,
Namibia,2020-03-31,11,2,0,,2540905,3,22,0.55,0,0,0,
Namibia,2020-04-05,16,3,0,,2540905,3,22,0.55,2,0,0,
Nicaragua,2020-03-30,4,0,1,,6624554,55,26,0.57,0,0,0,
Papua New Guinea,2020-03-24,1,0,0,,8947024,20,22,0.13,0,0,0,
Paraguay,2020-03-16,8,0,0,2020-04-05,7132538,18,26,0.62,2,0,0,-20
Saint Lucia,2020-04-01,13,1,0,,183627,301,34,0.19,0,0,0,
Sudan,2020-03-14,1,0,1,,43849260,25,20,0.35,0,0,0,
Sudan,2020-04-04,10,2,2,,43849260,25,20,0.35,0,0,0,
Venezuela,2020-04-06,165,65,7,2020-03-26,28435940,32,30,,6,0,13,11
Albania,2020-03-17,55,0,1,2020-03-23,2877797,105,36,0.63,4,0,0,-6
Bahamas,2020-03-17,1,0,0,,393244,39,32,0.86,0,0,0,
Burkina Faso,2020-03-31,261,32,14,2020-03-24,20903273,76,18,0.31,15,2,1,7
Burkina Faso,2020-04-06,364,108,18,2020-03-24,20903273,76,18,0.31,19,1,18,13
Cyprus,2020-03-22,95,3,1,2020-03-23,1207359,131,37,0.67,11,1,3,-1
Cyprus,2020-03-24,124,3,3,2020-03-23,1207359,131,37,0.67,8,2,0,1
Eritrea,2020-04-02,22,0,0,,3546421,35,19,0.63,7,0,0,
Fiji,2020-03-30,5,0,0,,896445,49,28,0.59,0,0,0,
Jamaica,2020-03-16,10,2,0,,2961167,273,31,0.55,0,0,2,
Liberia,2020-04-05,13,3,3,,5057681,53,19,0.53,3,2,0,
Libya,2020-03-24,1,0,0,,6871292,4,29,0.78,1,0,0,
Madagascar,2020-03-30,43,0,0,,27691018,48,20,0.39,4,0,0,
Malawi,2020-04-06,5,0,0,,19129952,203,18,0.18,1,0,0,
Moldova,2020-03-25,149,2,1,2020-03-23,4033963,123,38,0.43,24,0,0,2
Rwanda,2020-03-30,70,0,0,2020-04-04,12952218,525,20,0.18,0,0,0,-5
Rwanda,2020-03-31,75,0,0,2020-04-04,12952218,525,20,0.18,5,0,0,-4
Somalia,2020-03-17,1,0,0,,15893222,25,17,0.47,0,0,0,
Somalia,2020-04-06,7,1,0,,15893222,25,17,0.47,0,0,0,
Trinidad and Tobago,2020-03-22,50,1,0,2020-04-04,1399488,273,36,0.52,1,0,0,-13
Uruguay,2020-04-01,338,41,2,2020-03-21,3473730,20,36,0.96,0,1,0,11
Uzbekistan,2020-03-15,1,0,0,2020-03-28,33469203,79,28,0.5,1,0,0,-13
Uzbekistan,2020-03-29,144,7,2,2020-03-28,33469203,79,28,0.5,40,0,2,1
Uzbekistan,2020-04-03,227,25,2,2020-03-28,33469203,79,28,0.5,22,0,0,6
Bolivia,2020-04-03,132,1,9,2020-03-31,11673021,11,26,0.69,9,1,0,3
Brunei,2020-03-29,126,34,1,2020-03-24,437479,83,32,0.8,6,0,9,5
Brunei,2020-04-04,135,66,1,2020-03-24,437479,83,32,0.8,1,0,1,11
Central African Republic,2020-04-02,3,0,0,,4829767,8,18,0.43,0,0,0,
Eswatini,2020-03-27,9,0,0,,1160164,67,21,0.3,3,0,0,
French Guiana,2020-03-07,5,0,0,,298682,4,25,0.87,5,0,0,
Holy See,2020-03-27,4,0,0,,801,2003,,,0,0,0,
Kazakhstan,2020-03-25,81,0,3,2020-03-26,18776707,7,31,0.58,9,0,0,-1
Kenya,2020-03-22,15,0,0,2020-04-02,53771296,94,20,0.28,8,0,0,-11
Malta,2020-03-30,156,2,0,2020-03-23,441543,1380,43,0.93,5,0,0,7
Mozambique,2020-03-22,1,0,0,,31255435,40,18,0.38,1,0,0,
Mozambique,2020-03-30,8,0,0,,31255435,40,18,0.38,0,0,0,
Namibia,2020-03-26,8,2,0,,2540905,3,22,0.55,1,0,0,
Nicaragua,2020-03-23,2,0,0,,6624554,55,26,0.57,0,0,0,
Nicaragua,2020-03-26,2,0,0,,6624554,55,26,0.57,0,0,0,
Nicaragua,2020-04-03,5,0,1,,6624554,55,26,0.57,0,0,0,
Paraguay,2020-03-24,27,0,2,2020-04-05,7132538,18,26,0.62,5,1,0,-12
Saint Barthelemy,2020-03-08,3,0,0,,9877,470,,0.0,0,0,0,
Sierra Leone,2020-04-01,2,0,0,,7976983,111,19,0.43,1,0,0,
Sudan,2020-03-24,3,0,1,,43849260,25,20,0.35,1,0,0,
Antigua and Barbuda,2020-03-30,7,0,0,,97929,223,34,0.26,0,0,0,
Benin,2020-04-05,22,5,0,,12123200,108,19,0.48,6,0,3,
Burkina Faso,2020-03-22,75,5,4,2020-03-24,20903273,76,18,0.31,11,2,0,-2
Burkina Faso,2020-04-01,282,46,16,2020-03-24,20903273,76,18,0.31,21,2,14,8
Cabo Verde,2020-03-20,1,0,0,,555987,138,28,0.68,1,0,0,
Cyprus,2020-03-14,26,0,0,2020-03-23,1207359,131,37,0.67,12,0,0,-9
Equatorial Guinea,2020-04-07,16,3,0,,1402985,50,22,0.73,0,0,0,
Eritrea,2020-04-01,15,0,0,,3546421,35,19,0.63,0,0,0,
Eritrea,2020-04-05,29,0,0,,3546421,35,19,0.63,0,0,0,
Fiji,2020-04-01,5,0,0,,896445,49,28,0.59,0,0,0,
Guatemala,2020-04-01,39,12,1,,17915568,167,23,0.52,1,0,0,
Guinea-Bissau,2020-04-03,15,0,0,,1968001,70,19,0.45,6,0,0,
Jamaica,2020-03-21,16,2,1,,2961167,273,31,0.55,0,0,0,
Libya,2020-04-03,11,1,1,,6871292,4,29,0.78,0,0,0,
Panama,2020-03-19,109,0,1,2020-03-19,4314767,58,30,0.68,23,0,0,0
Seychelles,2020-03-18,4,0,0,,98347,214,34,0.56,0,0,0,
Seychelles,2020-04-03,10,0,0,,98347,214,34,0.56,0,0,0,
Somalia,2020-03-20,1,0,0,,15893222,25,17,0.47,0,0,0,
Somalia,2020-03-25,1,0,0,,15893222,25,17,0.47,0,0,0,
Zambia,2020-03-22,3,0,0,,18383955,25,18,0.45,1,0,0,
Bangladesh,2020-03-09,3,0,0,2020-04-06,164689383,1265,28,0.39,0,0,0,-28
Bangladesh,2020-04-05,88,33,9,2020-04-06,164689383,1265,28,0.39,18,1,3,-1
Dominica,2020-03-24,2,0,0,,71986,96,,0.74,0,0,0,
Ethiopia,2020-03-21,9,0,0,,114963588,115,19,0.21,0,0,0,
Gabon,2020-04-05,21,1,1,,2225734,9,23,0.87,0,0,0,
Gibraltar,2020-03-05,1,0,0,,33691,3369,,,0,0,0,
Guinea,2020-04-05,121,5,0,2020-04-04,13132795,53,18,0.39,10,0,0,1
Kazakhstan,2020-03-30,302,21,3,2020-03-26,18776707,7,31,0.58,18,0,1,4
Laos,2020-04-04,10,0,0,,7275560,32,24,0.36,0,0,0,
Maldives,2020-03-24,13,5,0,,540544,1802,30,0.35,0,0,0,
Malta,2020-03-24,110,2,0,2020-03-23,441543,1380,43,0.93,3,0,0,1
Mauritania,2020-04-07,6,2,1,,4649658,5,20,0.57,0,0,0,
Montenegro,2020-04-02,144,0,2,2020-03-31,628066,47,39,0.68,21,0,0,2
Niger,2020-04-06,253,26,10,2020-04-03,24206644,19,15,0.17,69,0,13,3
Paraguay,2020-03-31,65,1,3,2020-04-05,7132538,18,26,0.62,1,0,0,-5
Sudan,2020-03-22,2,0,1,,43849260,25,20,0.35,0,0,0,
Tanzania,2020-03-26,13,0,0,,59734218,67,18,0.37,1,0,0,
Tanzania,2020-04-04,20,3,1,,59734218,67,18,0.37,0,0,0,
Turkey,2020-03-17,47,0,1,2020-03-19,84339067,110,32,0.76,29,1,0,-2
Uganda,2020-04-05,52,0,0,,45741007,229,17,0.26,4,0,0,
Venezuela,2020-03-19,42,0,0,2020-03-26,28435940,32,30,,6,0,0,-7
Venezuela,2020-04-04,155,52,7,2020-03-26,28435940,32,30,,2,0,0,9
Angola,2020-04-07,17,2,2,,32866272,26,17,0.67,1,0,0,
Cabo Verde,2020-03-22,3,0,0,,555987,138,28,0.68,0,0,0,
Equatorial Guinea,2020-04-06,16,3,0,,1402985,50,22,0.73,0,0,2,
Gambia,2020-03-31,4,0,1,,2416668,239,18,0.59,0,0,0,
Guinea-Bissau,2020-04-06,18,0,0,,1968001,70,19,0.45,0,0,0,
Guyana,2020-03-28,20,0,1,,786552,4,27,0.27,0,0,0,
Libya,2020-03-25,1,0,0,,6871292,4,29,0.78,0,0,0,
Madagascar,2020-04-01,57,0,0,,27691018,48,20,0.39,0,0,0,
Mauritius,2020-03-26,81,0,2,2020-03-28,1271768,626,37,0.41,33,0,0,-2
Panama,2020-03-21,200,0,1,2020-03-19,4314767,58,30,0.68,63,0,0,2
Brunei,2020-04-01,131,52,1,2020-03-24,437479,83,32,0.8,2,0,7,8
Bulgaria,2020-03-13,23,0,1,2020-03-20,6948445,64,45,0.76,16,0,0,-7
Bulgaria,2020-03-22,187,3,3,2020-03-20,6948445,64,45,0.76,24,0,0,2
Central African Republic,2020-04-06,8,0,0,,4829767,8,18,0.43,0,0,0,
Djibouti,2020-03-27,12,0,0,,988000,43,27,0.79,1,0,0,
Gabon,2020-03-29,7,0,1,,2225734,9,23,0.87,0,0,0,
Guam,2020-03-21,3,0,0,,168775,313,31,0.95,0,0,0,
Kazakhstan,2020-03-22,59,0,3,2020-03-26,18776707,7,31,0.58,6,0,0,-4
Mongolia,2020-03-21,10,0,0,,3278290,2,28,0.67,4,0,0,
Niger,2020-03-20,1,0,0,2020-04-03,24206644,19,15,0.17,1,0,0,-14
Niger,2020-03-23,3,0,0,2020-04-03,24206644,19,15,0.17,1,0,0,-11
Tanzania,2020-03-17,1,0,0,,59734218,67,18,0.37,0,0,0,
Tanzania,2020-04-03,20,3,1,,59734218,67,18,0.37,0,0,1,
Turkey,2020-03-16,18,0,0,2020-03-19,84339067,110,32,0.76,12,0,0,-3
Turkey,2020-03-18,98,0,1,2020-03-19,84339067,110,32,0.76,51,0,0,-1
Venezuela,2020-03-24,84,15,0,2020-03-26,28435940,32,30,,7,0,0,-2
Venezuela,2020-03-30,135,39,3,2020-03-26,28435940,32,30,,16,1,0,4
Zimbabwe,2020-03-27,5,0,1,,14862924,38,19,0.38,2,0,0,
Angola,2020-03-28,5,0,0,,32866272,26,17,0.67,1,0,0,
Benin,2020-03-24,6,0,0,,12123200,108,19,0.48,1,0,0,
Burkina Faso,2020-03-19,33,0,1,2020-03-24,20903273,76,18,0.31,13,0,0,-5
Burkina Faso,2020-03-21,64,5,2,2020-03-24,20903273,76,18,0.31,24,1,5,-3
Burundi,2020-04-06,3,0,0,,11890784,463,17,0.14,0,0,0,
Cuba,2020-03-20,16,0,1,2020-03-28,11326616,106,42,0.78,5,0,0,-8
Cuba,2020-03-23,40,0,1,2020-03-28,11326616,106,42,0.78,5,0,0,-5
Cyprus,2020-03-30,230,22,7,2020-03-23,1207359,131,37,0.67,16,2,7,7
Guadeloupe,2020-03-15,3,0,0,,400124,237,44,,2,0,0,
Guadeloupe,2020-03-21,53,0,0,,400124,237,44,,8,0,0,
Guyana,2020-04-02,20,0,4,,786552,4,27,0.27,0,2,0,
Liberia,2020-03-20,2,0,0,,5057681,53,19,0.53,0,0,0,
Madagascar,2020-04-07,88,7,0,,27691018,48,20,0.39,6,0,5,
Mali,2020-03-27,11,0,0,,20250833,17,16,0.44,7,0,0,
Martinique,2020-03-09,2,0,0,,375265,354,47,0.92,0,0,0,
Moldova,2020-03-28,231,2,2,2020-03-23,4033963,123,38,0.43,32,0,0,5
Uruguay,2020-03-22,135,0,0,2020-03-21,3473730,20,36,0.96,25,0,0,1
Uruguay,2020-04-07,424,150,7,2020-03-21,3473730,20,36,0.96,18,1,46,17
Uzbekistan,2020-03-23,46,0,0,2020-03-28,33469203,79,28,0.5,3,0,0,-5
Zambia,2020-03-19,2,0,0,,18383955,25,18,0.45,0,0,0,
Barbados,2020-03-24,18,0,0,,287375,668,40,0.31,1,0,0,
Barbados,2020-04-04,52,0,0,,287375,668,40,0.31,1,0,0,
Bolivia,2020-03-31,107,0,6,2020-03-31,11673021,11,26,0.69,10,2,0,0
Bolivia,2020-04-01,115,1,7,2020-03-31,11673021,11,26,0.69,8,1,1,1
Brunei,2020-03-18,68,0,0,2020-03-24,437479,83,32,0.8,12,0,0,-6
Guinea,2020-03-18,1,0,0,2020-04-04,13132795,53,18,0.39,0,0,0,-17
Holy See,2020-03-18,1,0,0,,801,2003,,,0,0,0,
Holy See,2020-03-24,4,0,0,,801,2003,,,3,0,0,
Honduras,2020-03-17,8,0,0,2020-03-29,9904607,89,24,0.57,2,0,0,-12
Malta,2020-03-07,3,0,0,2020-03-23,441543,1380,43,0.93,3,0,0,-16
Malta,2020-04-05,227,5,0,2020-03-23,441543,1380,43,0.93,14,0,3,13
Mongolia,2020-04-01,14,2,0,,3278290,2,28,0.67,2,0,0,
Mozambique,2020-03-26,7,0,0,,31255435,40,18,0.38,2,0,0,
Nicaragua,2020-04-04,5,0,1,,6624554,55,26,0.57,0,0,0,
Papua New Guinea,2020-03-23,1,0,0,,8947024,20,22,0.13,0,0,0,
Paraguay,2020-03-21,18,0,1,2020-04-05,7132538,18,26,0.62,5,1,0,-15
Saint Lucia,2020-03-15,2,0,0,,183627,301,34,0.19,1,0,0,
Saint Lucia,2020-03-18,2,0,0,,183627,301,34,0.19,0,0,0,
Saint Lucia,2020-03-27,3,1,0,,183627,301,34,0.19,0,0,1,
Saint Lucia,2020-03-30,9,1,0,,183627,301,34,0.19,0,0,0,
Saint Lucia,2020-04-03,13,1,0,,183627,301,34,0.19,0,0,0,
Uganda,2020-04-07,52,0,0,,45741007,229,17,0.26,0,0,0,
Albania,2020-04-05,361,104,20,2020-03-23,2877797,105,36,0.63,28,0,5,13
Angola,2020-04-03,8,1,2,,32866272,26,17,0.67,0,0,0,
Aruba,2020-03-15,2,0,0,,106766,593,41,0.44,0,0,0,
Benin,2020-03-20,2,0,0,,12123200,108,19,0.48,0,0,0,
Botswana,2020-04-01,4,0,1,,2351627,4,24,0.73,0,0,0,
Chad,2020-03-25,3,0,0,,16425864,13,17,0.23,0,0,0,
Chad,2020-04-07,10,2,0,,16425864,13,17,0.23,1,0,2,
Equatorial Guinea,2020-03-17,1,0,0,,1402985,50,22,0.73,0,0,0,
Equatorial Guinea,2020-03-31,12,1,0,,1402985,50,22,0.73,0,0,1,
Gambia,2020-03-22,1,0,0,,2416668,239,18,0.59,1,0,0,
Guadeloupe,2020-03-13,1,0,0,,400124,237,44,,1,0,0,
Guatemala,2020-03-24,21,0,1,,17915568,167,23,0.52,1,0,0,
Guinea-Bissau,2020-04-01,9,0,0,,1968001,70,19,0.45,1,0,0,
Jamaica,2020-03-11,1,0,0,,2961167,273,31,0.55,1,0,0,
Kosovo,2020-04-05,145,23,1,2020-03-31,1831000,,,,10,0,7,5
Liberia,2020-03-16,1,0,0,,5057681,53,19,0.53,1,0,0,
Liberia,2020-04-01,6,0,0,,5057681,53,19,0.53,3,0,0,
Libya,2020-04-07,20,1,1,,6871292,4,29,0.78,1,0,0,
Moldova,2020-03-19,49,1,1,2020-03-23,4033963,123,38,0.43,19,0,0,-4
Panama,2020-03-16,55,0,1,2020-03-19,4314767,58,30,0.68,12,0,0,-3
Seychelles,2020-03-25,7,0,0,,98347,214,34,0.56,0,0,0,
Seychelles,2020-03-31,10,0,0,,98347,214,34,0.56,2,0,0,
Somalia,2020-03-21,1,0,0,,15893222,25,17,0.47,0,0,0,
Suriname,2020-03-22,5,0,0,,586632,4,29,0.65,1,0,0,
Trinidad and Tobago,2020-03-20,9,0,0,2020-04-04,1399488,273,36,0.52,0,0,0,-15
Bangladesh,2020-03-11,3,0,0,2020-04-06,164689383,1265,28,0.39,0,0,0,-26
Barbados,2020-03-21,6,0,0,,287375,668,40,0.31,1,0,0,
Bolivia,2020-03-18,12,0,0,2020-03-31,11673021,11,26,0.69,1,0,0,-13
Brunei,2020-03-20,78,1,0,2020-03-24,437479,83,32,0.8,3,0,1,-4
Bulgaria,2020-03-28,331,11,7,2020-03-20,6948445,64,45,0.76,38,4,2,8
Djibouti,2020-03-29,18,0,0,,988000,43,27,0.79,4,0,0,
Ghana,2020-03-26,132,1,4,2020-03-26,31072940,137,22,0.57,39,0,1,0
Malta,2020-04-07,293,5,0,2020-03-23,441543,1380,43,0.93,52,0,0,15
Papua New Guinea,2020-04-05,1,0,0,,8947024,20,22,0.13,0,0,0,
Tanzania,2020-03-31,19,1,1,,59734218,67,18,0.37,0,1,0,
Turkey,2020-03-20,359,0,4,2020-03-19,84339067,110,32,0.76,167,1,0,1
Turkey,2020-04-07,34109,1582,725,2020-03-19,84339067,110,32,0.76,3892,76,256,19
Zimbabwe,2020-03-24,3,0,1,,14862924,38,19,0.38,0,0,0,
Zimbabwe,2020-04-06,10,0,1,,14862924,38,19,0.38,1,0,0,
Albania,2020-03-18,59,0,2,2020-03-23,2877797,105,36,0.63,4,1,0,-5
Albania,2020-03-28,197,31,10,2020-03-23,2877797,105,36,0.63,11,2,0,5
Benin,2020-04-01,13,1,0,,12123200,108,19,0.48,4,0,0,
Botswana,2020-04-03,4,0,1,,2351627,4,24,0.73,0,0,0,
Cabo Verde,2020-03-27,5,0,1,,555987,138,28,0.68,1,0,0,
Chad,2020-03-21,1,0,0,,16425864,13,17,0.23,0,0,0,
Cuba,2020-03-22,35,0,1,2020-03-28,11326616,106,42,0.78,14,0,0,-6
Gambia,2020-03-24,3,0,1,,2416668,239,18,0.59,1,0,0,
Greenland,2020-03-21,1,0,0,,56770,0,,0.87,0,0,0,
Guinea-Bissau,2020-04-07,33,0,0,,1968001,70,19,0.45,15,0,0,
Guyana,2020-03-30,20,0,1,,786552,4,27,0.27,0,0,0,
Kosovo,2020-03-16,2,0,0,2020-03-31,1831000,,,,0,0,0,-15
Kosovo,2020-03-26,71,0,1,2020-03-31,1831000,,,,69,1,0,-5
Liberia,2020-03-24,3,0,0,,5057681,53,19,0.53,0,0,0,
Libya,2020-03-27,1,0,0,,6871292,4,29,0.78,0,0,0,
Madagascar,2020-04-04,70,0,0,,27691018,48,20,0.39,0,0,0,
Madagascar,2020-04-06,82,2,0,,27691018,48,20,0.39,10,0,0,
Martinique,2020-03-15,9,0,0,,375265,354,47,0.92,0,0,0,
Martinique,2020-03-17,16,0,1,,375265,354,47,0.92,1,0,0,
Mauritius,2020-03-18,3,0,0,2020-03-28,1271768,626,37,0.41,3,0,0,-10
Mauritius,2020-04-02,169,0,7,2020-03-28,1271768,626,37,0.41,8,1,0,5
Rwanda,2020-03-25,41,0,0,2020-04-04,12952218,525,20,0.18,1,0,0,-10
Seychelles,2020-03-23,7,0,0,,98347,214,34,0.56,0,0,0,
Suriname,2020-04-06,10,0,1,,586632,4,29,0.65,0,0,0,
Uruguay,2020-03-29,304,0,1,2020-03-21,3473730,20,36,0.96,30,1,0,8
Uruguay,2020-04-04,400,93,5,2020-03-21,3473730,20,36,0.96,31,1,25,14
Uzbekistan,2020-04-04,266,25,2,2020-03-28,33469203,79,28,0.5,39,0,0,7
Brunei,2020-03-26,114,5,0,2020-03-24,437479,83,32,0.8,5,0,3,2
Bulgaria,2020-03-25,242,4,3,2020-03-20,6948445,64,45,0.76,24,0,1,5
Djibouti,2020-03-21,1,0,0,,988000,43,27,0.79,0,0,0,
Dominica,2020-04-05,14,0,0,,71986,96,,0.74,0,0,0,
French Guiana,2020-03-14,5,0,0,,298682,4,25,0.87,0,0,0,
Gabon,2020-04-04,21,1,1,,2225734,9,23,0.87,0,0,0,
Holy See,2020-03-11,1,0,0,,801,2003,,,0,0,0,
Holy See,2020-04-06,7,0,0,,801,2003,,,0,0,0,
Honduras,2020-03-25,36,0,0,2020-03-29,9904607,89,24,0.57,6,0,0,-4
Honduras,2020-04-02,219,3,14,2020-03-29,9904607,89,24,0.57,47,4,0,4
Kazakhstan,2020-04-02,435,27,3,2020-03-26,18776707,7,31,0.58,55,0,1,7
Mayotte,2020-03-19,3,0,0,,272815,728,20,0.46,0,0,0,
Mongolia,2020-03-18,6,0,0,,3278290,2,28,0.67,1,0,0,
Mongolia,2020-04-03,14,2,0,,3278290,2,28,0.67,0,0,0,
Montenegro,2020-04-07,241,4,2,2020-03-31,628066,47,39,0.68,8,0,3,7
Namibia,2020-04-02,14,3,0,,2540905,3,22,0.55,0,0,1,
Nicaragua,2020-03-29,4,0,1,,6624554,55,26,0.57,0,0,0,
Papua New Guinea,2020-03-30,1,0,0,,8947024,20,22,0.13,0,0,0,
Paraguay,2020-03-23,22,0,1,2020-04-05,7132538,18,26,0.62,0,0,0,-13
Saint Barthelemy,2020-03-10,3,0,0,,9877,470,,0.0,0,0,0,
Saint Lucia,2020-04-04,14,1,0,,183627,301,34,0.19,1,0,0,
Saint Martin,2020-03-10,2,0,0,,38666,730,,0.0,2,0,0,
Tanzania,2020-04-07,24,5,1,,59734218,67,18,0.37,0,0,2,
Zimbabwe,2020-03-26,3,0,1,,14862924,38,19,0.38,0,0,0,
Zimbabwe,2020-03-30,7,0,1,,14862924,38,19,0.38,0,0,0,
Angola,2020-03-23,3,0,0,,32866272,26,17,0.67,1,0,0,
Cyprus,2020-04-01,320,28,9,2020-03-23,1207359,131,37,0.67,58,1,5,9
Eritrea,2020-03-21,1,0,0,,3546421,35,19,0.63,1,0,0,
Fiji,2020-03-22,2,0,0,,896445,49,28,0.59,1,0,0,
Fiji,2020-03-23,3,0,0,,896445,49,28,0.59,1,0,0,
Jamaica,2020-03-17,12,2,0,,2961167,273,31,0.55,2,0,0,
Mali,2020-04-04,41,1,3,,20250833,17,16,0.44,2,0,1,
Palestine,2020-03-14,25,0,0,,5101414,847,21,0.8,0,0,0,
Panama,2020-03-18,86,0,1,2020-03-19,4314767,58,30,0.68,17,0,0,-1
Panama,2020-04-05,1801,13,46,2020-03-19,4314767,58,30,0.68,128,5,0,17
Rwanda,2020-04-05,104,4,0,2020-04-04,12952218,525,20,0.18,2,0,4,1
Suriname,2020-03-18,1,0,0,,586632,4,29,0.65,0,0,0,
Uruguay,2020-03-30,310,0,1,2020-03-21,3473730,20,36,0.96,6,0,0,9
Bangladesh,2020-03-18,14,3,1,2020-04-06,164689383,1265,28,0.39,4,1,0,-19
Barbados,2020-03-28,26,0,0,,287375,668,40,0.31,2,0,0,
Bulgaria,2020-03-11,7,0,1,2020-03-20,6948445,64,45,0.76,3,1,0,-9
Bulgaria,2020-04-03,485,30,14,2020-03-20,6948445,64,45,0.76,28,4,5,14
Central African Republic,2020-03-24,3,0,0,,4829767,8,18,0.43,0,0,0,
Central African Republic,2020-03-27,3,0,0,,4829767,8,18,0.43,0,0,0,
Dominica,2020-04-01,12,0,0,,71986,96,,0.74,0,0,0,
Ethiopia,2020-03-18,6,0,0,,114963588,115,19,0.21,1,0,0,
French Guiana,2020-03-17,11,0,0,,298682,4,25,0.87,0,0,0,
Haiti,2020-04-04,20,1,0,,11402528,414,24,0.57,2,0,0,
